date cac40 dax ftse oseax smi
"2003-01-06" 0.699892668903476 2.05793006714611 -0.0874311535404893 -0.380829370852805 0.340271526500788
"2003-01-07" -1.54697760815889 -1.41883905276670 -1.1057055907976 -0.300825463660456 -0.595725607072626
"2003-01-08" -2.13914293863290 -3.92367761459135 -0.82718494541148 -1.85738409951127 -0.0962197979919673
"2003-01-09" 1.86353325532566 1.48178372996036 0.234132544477946 -0.0497842691994986 -0.501017454270047
"2003-01-10" 0.248399315356444 -0.0115226147903396 1.01415874093211 0.686492088519535 -0.0761936178375826
"2003-01-13" 0.306163794949491 0.764847168510807 -0.651320084993778 0.959771117921375 0.689799491489
"2003-01-14" 0.132726991276399 1.23618112899144 -0.0684072538362602 -0.28614662046053 1.57314141305555
"2003-01-15" -1.24813586025114 -1.6044273041615 -1.47575890420127 0.261651825481962 -2.14352807200650
"2003-01-16" 0.252658543741866 0.154337452873412 -0.154448136138577 0.41559771345475 -0.635761543630711
"2003-01-17" -2.76361563100439 -4.53087994675387 -1.58914852370754 -0.972428500392782 -1.57785967498891
"2003-01-20" -1.21311344541531 -0.869530302381522 -1.10539076903338 0.507823189779771 -1.56682204154106
"2003-01-21" -0.920761071479673 -0.797350566935768 -1.11507016743088 -0.360124795817177 -0.623776177741187
"2003-01-22" -2.05990973020992 -2.37311579648391 -1.58337428006424 -1.57847994527918 -2.84400028805379
"2003-01-23" -0.458513287585460 0.283909446608012 -1.5287550133831 -0.317036808183721 0.179035247027021
"2003-01-24" -0.66603072270715 -3.3788464454527 -0.512048061042541 -0.68757607792221 -1.13040723114720
"2003-01-27" -3.6116724364499 -2.76128122072437 -3.46989430135396 -3.04115005613406 -3.70610778454189
"2003-01-28" 0.153327942688362 1.03704298634273 0.263958379000253 -0.94118341823467 -0.255279785883308
"2003-01-29" 1.41772407832767 1.30944445554028 -0.177808415311151 -1.24225199985571 0.66468510173485
"2003-01-30" 2.57496613428616 -0.473673888313485 2.68759539126483 1.32102317368065 1.75724102510599
